id,LON,LAT,AREA,SA,DHW,SST08,SST10
71447,165.237045,-21.525472,3.111,1,0.051275935024023,0.381149768829346,0.652352690696716
71465,166.066417,-21.50498,0.629,1,0.036784164590606,0.447559117460621,0.567209559001932
71466,166.103571,-21.513225,0.953,1,0.037921818893586,0.461112945805345,0.59620593773568
71469,166.258336,-21.500319,0.277,1,0.042088634985248,0.480737157608867,0.698909247458458
71470,166.283745,-21.512382,3.656,1,0.040390833170138,0.473156926375331,0.659176386651393
71504,167.836355,-21.497776,0.015,1,0.046267587691545,0.394630610942841,0.612561702728271
71505,167.851371,-21.521789,3.384,1,0.044240400195122,0.370839923620224,0.584963262081146
71511,168.119371,-21.517294,3.969,1,0.04497608519042,0.360579284902636,0.553002109226101
71643,159.237309,-21.559161,15.826,0,0.043357157855053,0.358773412442128,0.530115212476228
71644,159.259326,-21.578331,0.194,0,0.043167185038328,0.360299438238144,0.532791554927826
71650,159.56843,-21.54975,1.809,0,0.047321365939374,0.395520895283739,0.529367610096389
71651,159.580323,-21.557917,5.692,0,0.047143814700221,0.393992439256873,0.527188902747205
71775,165.177747,-21.544832,1.196,1,0.052110660821199,0.394893676042557,0.681020021438599
71776,165.209575,-21.544143,2.806,1,0.051275935024023,0.381149768829346,0.652352690696716
71777,165.251865,-21.560571,3.576,1,0.052526351216593,0.38339684685944,0.653344573760579
71778,165.284337,-21.576727,0.917,1,0.052826140075922,0.388442695140839,0.662500262260437
71797,166.162374,-21.552662,0.433,1,0.037711131718577,0.449429662947091,0.60474494141427
71798,166.179783,-21.567168,0.133,1,0.03625089302659,0.435175567865372,0.574471831321716
71799,166.234324,-21.571594,0.818,1,0.036966372281313,0.437986642122269,0.59246814250946
71835,167.869361,-21.560651,4.188,1,0.044068583951253,0.382501421124293,0.59158865961918
71841,168.114075,-21.562148,4.176,1,0.045271213870081,0.355906147950279,0.546617342719151
71973,159.248224,-21.596873,7.769,0,0.043580403809723,0.360099569228585,0.532653232678769
71974,159.259285,-21.585406,0.372,0,0.043157318602006,0.360407185517501,0.533052902575505
71981,159.58402,-21.600721,4.641,0,0.046803927091926,0.387278312906624,0.517031483740118
